policy_number,claim_date,claim_amount
7223,2/9/2015,122457.32
19809,7/27/2013,122456.296
20037,11/23/2016,122447.3519
4115,9/15/2012,122443.1335
29028,2/16/2011,122440.3679
29112,9/26/2016,122399.9281
10587,6/12/2011,122388.5401
10962,8/10/2017,122388.3828
10221,5/21/2013,122380.6189
22468,3/1/2016,122343.3716
10755,10/19/2011,122320.5722
6906,11/19/2015,122310.3699
553,4/10/2012,122278.5837
8326,5/23/2014,122271.2792
9589,12/14/2017,122241.4722
302,4/1/2014,122237.4192
19528,11/30/2011,122233.4684
8093,1/7/2014,122231.2571
7488,6/23/2017,122208.5075
29631,11/28/2015,122204.9887
17861,7/7/2013,122203.7146
25562,10/12/2017,122166.6249
21247,2/15/2014,122148.4608
15266,8/4/2015,122143.9673
18058,6/9/2015,122143.3162
21250,2/18/2012,122127.0923
18195,3/11/2011,122103.8552
12731,6/3/2016,122094.186
4,1/23/2016,122051.1392
2262,12/2/2015,122045.0784
124,2/11/2013,122040.1595
11089,6/20/2014,122016.3553
18063,3/27/2014,122012.6258
8714,9/17/2012,121998.1897
18957,2/20/2014,121991.6023
3280,7/6/2015,121963.359
11708,5/7/2012,121948.8013
15807,3/7/2014,121947.7053
3312,1/6/2011,121933.0352
118,4/1/2012,121833.7855
21028,6/13/2012,121830.0863
23153,4/15/2014,121820.4876
20957,2/26/2012,121811.8503
14565,10/14/2016,121810.744
17907,10/20/2011,121810.404
1988,3/11/2013,121805.8862
1218,6/20/2012,121788.0567
12025,8/18/2012,121778.8265
6485,10/19/2017,121725.9565
16643,5/14/2016,121719.917
4954,12/12/2012,121696.4171
10850,6/1/2016,121694.2307
1670,6/6/2012,121691.708
22535,4/29/2013,121685.1588
241,5/10/2012,121681.3207
27665,11/19/2012,121653.2603
22256,1/22/2012,121644.7712
13880,2/4/2015,121635.8229
19639,7/30/2017,121628.9126
15764,2/1/2013,121616.4582
26993,2/4/2013,121607.4464
27112,10/13/2014,121602.288
15500,10/9/2017,121590.8923
24629,12/22/2011,121548.982
25958,7/5/2013,121543.8008
13661,7/22/2016,121468.1467
24938,1/10/2015,121464.1236
22788,8/30/2014,121451.9933
4054,2/15/2013,121451.4136
20233,1/27/2016,121450.4838
3545,8/26/2012,121445.9532
25332,6/28/2016,121441.9807
7331,4/18/2012,121441.1729
22963,7/14/2012,121433.977
18552,1/20/2014,121418.1226
29099,1/26/2017,121417.0068
19634,9/29/2012,121395.2948
26367,11/20/2017,121386.7792
9847,6/27/2015,121368.0222
19068,12/19/2015,121362.2674
10691,4/21/2014,121354.1528
20974,12/14/2015,121335.6338
3814,6/15/2017,121329.432
3621,9/29/2015,121308.8304
28954,12/16/2016,121298.2508
8842,9/20/2014,121295.8564
9340,11/20/2017,121264.4082
16485,12/28/2015,121251.4876
17496,8/15/2013,121233.3558
3635,10/28/2012,121200.019
24797,2/5/2012,121199.104
16261,7/26/2015,121191.182
22289,9/8/2013,121183.4017
28741,7/31/2012,121180.5511
25574,6/8/2017,121179.5704
23327,3/27/2016,121170.7979
21328,1/5/2017,121140.8477
2915,1/13/2011,121126.2865
22856,5/5/2012,121097.8226
14162,1/8/2011,121066.8188
21419,12/22/2012,121055.8989
20496,11/17/2015,121008.0901
14226,2/23/2017,121003.7442
23068,4/2/2017,120977.3684
17189,2/13/2017,120973.946
18872,12/5/2013,120971.8387
20949,9/22/2013,120962.3307
19375,4/30/2011,120953.8257
2187,9/17/2014,120953.1962
14314,11/3/2014,120952.9482
27078,10/4/2011,120946.066
12903,6/25/2012,120936.7492
27360,4/5/2017,120930.0081
16753,3/9/2015,120920.6653
11549,1/17/2012,120911.5664
18623,9/19/2012,120908.4944
29630,5/13/2014,120891.2285
23225,10/3/2012,120879.4681
995,9/5/2016,120867.9846
1564,4/14/2015,120865.5913
12817,6/25/2014,120845.437
2962,6/23/2016,120827.2801
12964,6/16/2016,120819.3862
3724,2/14/2012,120806.0423
21747,11/2/2015,120804.1845
18558,8/7/2016,120780.4938
25352,4/1/2015,120746.5804
12761,5/12/2011,120730.7811
17526,3/10/2013,120715.1779
7275,7/13/2017,120699.2025
20252,12/15/2011,120687.0173
28292,6/25/2015,120650.5909
16497,5/31/2014,120619.1154
14844,12/17/2017,120581.9295
3901,7/10/2012,120571.9421
15694,7/11/2012,120568.7457
7574,9/11/2017,120552.6469
16901,3/19/2014,120545.3198
13725,12/26/2012,120514.8076
9120,10/28/2016,120511.7737
16796,6/7/2011,120509.2966
28748,6/21/2017,120506.976
13955,4/19/2015,120495.2063
16562,1/30/2013,120480.4517
26016,1/10/2015,120470.263
27687,4/18/2016,120449.5041
19429,11/10/2015,120441.5247
17669,8/31/2011,120401.0479
25574,7/23/2015,120382.7823
18315,11/26/2013,120377.8966
3988,10/8/2016,120373.534
10656,1/19/2013,120358.1227
29275,5/29/2014,120357.5694
27906,10/5/2014,120323.7431
4647,8/10/2016,120300.4244
28676,2/8/2014,120278.2902
8253,6/9/2011,120260.513
4525,7/12/2012,120257.82
2803,4/11/2017,120248.3993
7648,7/6/2016,120229.7136
5398,10/9/2013,120225.67
25197,1/25/2011,120198.9774
5732,8/10/2014,120166.3638
26479,10/22/2012,120153.2464
18490,1/22/2013,120119.9312
26926,11/1/2013,120117.4381
18284,4/23/2013,120116.3742
10792,2/12/2015,120103.8277
18360,10/11/2016,120067.9726
13467,1/15/2013,120065.5638
9428,11/24/2011,120061.1526
28752,10/1/2013,120050.5124
4338,8/9/2014,120037.2643
19188,10/20/2017,119997.36
27812,8/27/2015,119974.8465
17185,2/21/2012,119952.1898
3985,1/12/2011,119913.8148
17180,9/26/2011,119904.4605
9070,12/23/2016,119878.9336
21900,5/4/2014,119878.7008
17132,12/3/2015,119834.4729
1567,10/23/2012,119819.8721
3749,10/5/2015,119804.785
22779,8/5/2016,119786.7817
13177,5/29/2016,119766.2562
28522,6/7/2011,119762.7862
8094,12/21/2013,119713.5731
14600,9/22/2011,119710.7097
10534,5/6/2016,119675.4341
24630,12/2/2015,119670.1675
15847,9/25/2012,119654.8011
22348,3/5/2014,119636.2127
10660,11/13/2012,119635.8372
1691,5/17/2014,119632.2607
16096,11/24/2016,119618.655
3895,10/14/2017,119618.4927
12095,1/9/2016,119606.6941
15843,2/13/2013,119604.0534
27368,1/25/2013,119571.5585
11812,3/17/2013,119496.1236
22636,3/31/2013,119490.6882
4460,6/18/2012,119461.7613
5992,7/23/2015,119449.22
20800,5/16/2011,119446.2611
4407,12/15/2014,119438.2245
27568,7/4/2013,119412.8074
16519,10/5/2011,119389.6334
24531,3/9/2012,119375.138
9954,1/6/2013,119363.9237
15763,1/7/2016,119333.4285
4184,11/5/2015,119329.9882
28205,7/31/2011,119320.8063
28716,3/20/2012,119314.6812
10725,9/2/2015,119281.8393
28592,12/15/2012,119278.7976
16768,8/26/2016,119267.8257
13465,5/27/2014,119234.7868
12164,4/17/2013,119227.7774
23038,5/4/2015,119217.9155
6907,2/7/2013,119198.8271
168,3/3/2011,119197.7311
1820,4/22/2011,119156.3614
19932,2/28/2012,119154.2443
17980,11/15/2016,119119.0832
29156,1/31/2017,119098.0518
27146,10/30/2011,119069.1684
27826,6/7/2017,119064.5474
15821,12/20/2016,119038.3683
498,4/13/2017,119023.1408
29952,3/30/2011,119018.5684
23893,11/18/2015,118983.1502
7416,7/25/2011,118966.6357
16356,12/11/2014,118955.9981
2401,8/20/2016,118927.5081
28169,10/13/2012,118925.7907
6314,8/2/2015,118918.3092
3231,11/15/2014,118894.4477
20580,1/4/2013,118860.8024
23569,10/30/2016,118860.7797
7395,4/14/2016,118846.5883
19597,11/30/2016,118839.106
5082,5/14/2011,118820.1484
1082,3/22/2016,118818.0271
8842,5/11/2015,118817.4876
23657,9/22/2011,118806.9014
21479,1/6/2013,118796.7556
3530,11/4/2016,118774.3228
15224,5/27/2012,118774.044
28648,3/26/2012,118765.7927
9960,3/6/2015,118757.3041
26846,9/15/2012,118749.9837
13001,3/6/2011,118747.9424
4126,11/8/2011,118745.5636
10275,8/21/2016,118720.6537
12074,10/24/2011,118691.6011
11919,11/10/2011,118680.9681
20804,4/9/2011,118674.1974
23948,4/1/2014,118670.1259
20469,12/29/2012,118644.7802
7277,9/4/2014,118635.5485
12457,12/11/2016,118631.4785
24200,2/13/2011,118605.5628
19923,7/9/2014,118605.0188
26292,4/14/2016,118598.9342
22048,9/21/2011,118586.0391
27250,5/19/2013,118578.2958
13575,7/11/2011,118563.9575
29514,4/26/2015,118550.7855
22842,12/5/2012,118537.0163
14582,8/25/2015,118509.9457
22133,12/15/2012,118508.188
15682,1/17/2016,118490.1675
16106,11/14/2011,118468.3121
8643,4/1/2012,118356.7974
25124,2/9/2015,118353.2301
16156,10/20/2016,118352.8234
5776,10/22/2017,118352.7326
16612,3/8/2012,118351.561
27409,7/12/2012,118320.6752
14078,6/25/2014,118293.1803
20314,1/15/2016,118290.3521
1549,8/25/2015,118283.9623
5851,1/17/2011,118228.2402
4214,4/29/2016,118224.1546
14558,1/13/2013,118208.2145
17740,12/1/2012,118205.9598
16635,3/16/2014,118203.7977
26877,2/23/2012,118176.4238
20156,10/28/2012,118127.3344
195,12/15/2011,118120.7405
27018,9/21/2014,118097.9406
9370,9/17/2011,118096.0877
4331,6/24/2012,118091.6115
17125,7/2/2015,118089.2149
18260,5/24/2015,118081.4218
8098,6/5/2016,118075.8606
8842,9/20/2013,118060.082
17145,1/14/2011,118059.8471
17149,10/12/2014,117992.1796
25080,9/25/2015,117984.5977
18090,6/1/2012,117984.0224
16103,1/22/2016,117978.5804
1733,6/23/2011,117945.9653
13505,11/23/2012,117940.759
2268,7/22/2011,117934.6465
29631,9/23/2016,117871.1316
6537,11/17/2012,117851.5878
28882,3/21/2014,117824.0392
7274,10/2/2016,117822.8533
5537,3/12/2012,117765.4649
19597,2/9/2017,117744.6414
15868,1/20/2016,117698.9507
25237,10/7/2013,117696.7451
15997,4/12/2011,117690.3168
9550,2/22/2017,117681.7337
18701,12/7/2013,117670.8563
28331,12/30/2011,117634.7368
15649,9/16/2011,117630.3822
18591,12/23/2014,117624.8051
18172,6/11/2013,117623.1026
12590,1/24/2013,117615.8867
20501,2/14/2012,117608.0775
23895,8/31/2013,117568.6029
28598,1/7/2012,117541.7701
25321,1/1/2012,117541.7614
28993,12/24/2012,117521.76
3512,11/1/2015,117516.0505
3974,10/23/2015,117484.6806
26817,12/28/2016,117476.8337
1769,9/8/2011,117435.6472
7312,12/11/2012,117429.1094
3095,12/14/2016,117415.1713
25777,7/5/2014,117403.1829
21381,9/16/2012,117397.129
4117,8/8/2013,117375.2321
28255,5/10/2012,117372.0437
9181,4/27/2014,117352.3642
21784,12/13/2014,117351.8991
23979,10/16/2013,117337.2639
27004,2/1/2017,117334.6388
10938,10/30/2011,117296.3382
14226,2/16/2016,117295.4943
26951,7/14/2015,117293.4752
3583,4/18/2012,117269.1759
2046,6/20/2012,117249.7377
17692,6/28/2013,117219.1066
9173,3/7/2014,117158.7883
8502,11/11/2015,117140.0426
12604,5/7/2012,117111.0171
4000,4/14/2011,117107.7787
5065,11/6/2016,117040.5308
5733,12/1/2016,117017.3522
5676,12/31/2012,116985.0408
14203,10/20/2016,116982.7041
16932,11/19/2015,116961.1014
8789,1/31/2016,116917.0728
9293,6/20/2015,116914.3138
13120,8/15/2016,116884.6167
7415,6/14/2013,116874.9129
3976,5/31/2013,116869.9799
22555,1/11/2013,116859.3854
15257,8/28/2015,116854.4055
4072,4/29/2012,116839.0983
27027,6/26/2011,116836.2614
15676,1/26/2016,116806.8331
2482,10/31/2017,116792.9966
15756,2/18/2015,116776.0682
21222,7/15/2011,116766.3195
28730,3/27/2012,116744.2881
27897,9/5/2014,116737.9926
29575,8/28/2014,116709.4556
16905,10/16/2016,116680.5729
162,6/27/2011,116621.1032
10629,12/6/2012,116572.5036
26083,1/13/2013,116535.4409
5195,8/7/2017,116512.7969
28426,11/27/2011,116493.3331
29707,7/27/2016,116485.1827
15409,1/23/2011,116475.9582
29889,12/27/2011,116467.874
15058,7/6/2017,116464.2796
10940,6/19/2013,116458.7142
2410,5/10/2015,116442.1156
26204,2/18/2014,116440.9814
10468,4/14/2012,116428.2291
24629,1/2/2013,116427.5645
21587,5/14/2013,116410.3198
26332,1/1/2017,116394.436
27776,10/7/2016,116385.843
17125,12/25/2012,116363.9612
4591,11/16/2017,116348.6055
18002,11/3/2011,116331.4755
8133,6/24/2011,116326.96
24050,2/16/2014,116311.9626
19325,4/17/2014,116258.3491
21534,11/5/2012,116232.4119
4056,5/4/2012,116216.1161
24269,5/2/2015,116209.9733
9505,10/30/2012,116203.5577
29072,2/17/2011,116196.3729
12028,1/25/2011,116191.6036
8358,12/5/2017,116182.607
7988,4/23/2011,116150.3894
27431,5/22/2011,116146.9954
21223,11/28/2013,116139.048
2270,4/11/2015,116122.7931
26791,5/11/2011,116118.3378
20511,12/15/2015,116104.6044
14933,10/1/2012,116066.104
25398,4/3/2012,116065.7738
23541,5/20/2014,116065.5702
28965,3/11/2011,116062.9469
22252,3/2/2013,116041.792
27776,8/8/2014,116020.259
13305,6/27/2017,116009.4196
15368,1/14/2012,116005.6454
21120,12/27/2014,115966.6507
1686,8/6/2014,115958.5158
17805,4/2/2011,115941.785
2262,10/29/2012,115927.3615
3376,12/17/2016,115926.7139
23688,9/5/2012,115902.9156
26196,3/19/2014,115898.8699
1703,12/6/2017,115890.7993
11167,12/11/2012,115864.3126
25375,4/25/2011,115863.3397
5757,10/22/2013,115843.5955
12684,6/22/2011,115840.7781
8662,1/1/2012,115839.5204
20770,5/28/2014,115837.3541
13048,2/29/2012,115831.0257
25044,6/13/2013,115818.0344
17399,1/1/2014,115804.9161
18087,1/2/2013,115784.0401
2930,3/17/2016,115772.0145
4765,2/18/2012,115766.1079
6316,2/10/2014,115762.3233
21850,2/3/2016,115758.0627
17828,2/12/2011,115712.5941
5038,5/10/2015,115711.221
14774,1/11/2012,115670.8044
26515,8/4/2011,115667.7533
4580,8/19/2011,115663.7215
9288,4/4/2013,115652.0082
2954,8/10/2015,115632.8107
20422,2/8/2015,115620.732
3905,3/11/2013,115611.4986
14677,12/3/2016,115592.5822
29524,8/19/2011,115581.2125
17121,5/18/2012,115580.4083
16939,10/15/2017,115578.4678
12022,11/2/2014,115577.6839
15675,4/18/2012,115555.7515
12335,6/7/2013,115548.5639
27529,10/28/2014,115542.6669
24475,8/26/2014,115538.1272
27152,3/2/2013,115529.1414
611,1/29/2011,115500.0523
23174,1/18/2012,115481.4355
9340,2/13/2012,115422.5484
4222,10/23/2014,115416.5367
29556,7/30/2012,115394.5657
15927,3/25/2017,115386.2246
15027,2/20/2013,115374.3848
6527,7/17/2015,115361.7077
23421,4/7/2012,115333.7588
11969,6/7/2012,115299.0616
14222,8/16/2011,115293.9773
14441,5/20/2015,115270.9364
26567,6/1/2014,115257.7995
18396,5/19/2011,115226.7004
13985,5/19/2012,115224.1771
5055,12/3/2013,115154.6195
2790,3/31/2017,115148.6421
20755,10/15/2017,115143.769
21630,10/12/2012,115113.511
14336,5/23/2016,115105.7658
15791,12/13/2013,115094.9974
13681,7/4/2013,115028.427
15917,12/7/2015,115015.3933
24506,4/6/2015,115013.9599
4299,10/28/2011,114990.1418
25589,6/11/2015,114975.4546
13792,1/1/2015,114974.2447
368,11/6/2011,114969.5335
24262,4/27/2017,114956.8288
4848,2/6/2015,114915.1025
9318,6/21/2012,114883.3007
11094,7/2/2013,114869.9457
7503,11/4/2015,114862.6661
1691,9/18/2011,114849.0577
23851,12/21/2012,114848.7759
3530,12/12/2014,114808.0779
18958,5/3/2017,114777.9596
12621,8/23/2011,114773.3584
10166,2/21/2012,114725.3399
19305,9/14/2013,114724.2882
26179,12/7/2012,114666.2447
25152,10/4/2014,114664.4259
13974,12/6/2015,114651.2555
14237,4/22/2015,114644.2077
2803,1/14/2015,114599.8017
29659,8/4/2013,114594.3516
2516,7/23/2012,114570.1736
18539,7/8/2012,114568.549
20066,9/14/2015,114550.833
22876,4/10/2016,114537.4414
24508,12/8/2015,114519.5528
16035,3/24/2011,114507.3449
20010,5/10/2012,114497.5137
23292,1/9/2015,114494.5657
25498,2/26/2015,114484.7203
1847,1/3/2013,114473.0917
5934,7/16/2014,114435.1602
22689,4/20/2013,114416.253
13117,7/23/2017,114367.1326
138,11/5/2013,114357.9609
9288,8/29/2014,114351.2706
1632,2/3/2013,114336.0644
20359,10/14/2013,114328.6788
27511,11/16/2014,114321.2776
8969,11/29/2017,114318.7643
18120,7/20/2011,114315.3664
7271,8/3/2015,114311.0977
9311,3/1/2013,114311.0897
28820,1/9/2015,114284.6153
27602,10/14/2012,114284.062
16704,4/30/2011,114266.9846
7906,5/1/2014,114201.2521
9185,8/20/2014,114187.9337
13930,8/22/2015,114168.3576
9381,12/22/2013,114160.0499
17053,11/30/2017,114159.369
1567,6/25/2011,114110.2735
25116,2/3/2015,114106.3348
13661,5/16/2014,114089.7983
17155,5/27/2015,114076.9944
18139,5/4/2012,114074.1297
23234,1/27/2017,114072.9389
12645,2/28/2013,114067.0018
5655,7/28/2011,114061.3227
26759,12/31/2011,114029.6773
8573,3/6/2014,113997.2152
20323,11/14/2011,113983.1917
20936,10/30/2015,113974.02
20360,2/26/2014,113955.3827
27978,4/30/2017,113949.4633
518,4/27/2016,113941.7541
22468,3/30/2015,113939.732
6634,9/20/2013,113931.1324
13590,1/7/2016,113907.8593
12220,11/3/2011,113900.0469
14302,1/27/2017,113885.4381
17730,10/21/2014,113868.5319
7416,11/3/2012,113859.9042
1133,10/19/2017,113803.664
8271,1/12/2014,113802.832
3473,8/25/2017,113777.9755
5285,10/11/2016,113745.3368
24503,6/30/2017,113740.438
21834,2/11/2011,113732.7848
6253,10/14/2012,113691.4845
8453,3/22/2012,113681.5152
22283,1/5/2013,113661.6596
10398,6/19/2015,113658.443
16951,6/15/2012,113644.6522
17313,5/12/2014,113640.1468
6677,10/21/2017,113594.8712
3901,3/23/2011,113588.6768
24320,11/13/2013,113553.4898
26088,10/14/2015,113535.5495
29563,3/10/2011,113526.3859
22259,2/18/2011,113521.3782
23268,4/10/2011,113502.0918
3199,5/28/2013,113486.6126
14420,11/30/2012,113478.4121
5516,1/30/2013,113470.7523
23106,4/25/2013,113433.0685
18101,7/5/2013,113429.7389
24925,11/17/2013,113421.0647
20695,12/2/2011,113420.5348
1256,4/5/2012,113368.282
13770,9/16/2011,113357.7278
18390,11/28/2012,113327.0031
4922,5/29/2012,113324.343
29856,1/25/2017,113322.4003
21137,11/1/2011,113308.7632
3458,3/9/2011,113306.9303
29212,9/30/2013,113291.0086
16549,3/2/2011,113229.7032
13483,2/8/2011,113207.1555
19620,7/8/2012,113206.3096
23124,10/12/2017,113181.7088
882,4/21/2012,113154.4549
3767,2/2/2013,113135.5448
29685,6/1/2014,113089.7121
22588,6/16/2017,113079.6323
13528,5/25/2013,113079.1172
21559,8/27/2011,113051.8816
11123,10/29/2014,113031.5249
24803,10/7/2011,113015.9393
17805,2/12/2012,113001.5113
25548,10/13/2014,112997.1651
26434,4/12/2012,112990.407
14403,11/7/2015,112978.2236
27051,12/8/2011,112945.3987
8943,3/19/2015,112940.1434
1317,3/15/2013,112936.9407
15104,5/1/2011,112916.9996
23108,5/13/2014,112911.5476
1622,5/8/2015,112902.4301
13596,7/24/2016,112892.33
7380,5/23/2011,112858.9106
9130,4/1/2011,112851.8599
15617,10/1/2017,112805.1273
5237,10/24/2014,112769.2744
7932,8/19/2016,112762.8541
14656,1/17/2011,112747.1428
12511,10/22/2017,112743.8956
27888,8/18/2015,112694.6983
5263,4/24/2015,112680.1291
3791,7/26/2012,112657.562
9486,10/22/2012,112640.5572
21479,1/18/2014,112634.504
1209,2/6/2014,112633.6391
9278,10/13/2017,112616.3068
27609,7/31/2011,112595.7971
12020,4/4/2012,112573.3171
17260,2/8/2011,112540.6701
7000,2/17/2011,112521.5457
9146,4/20/2012,112515.5477
6987,8/27/2014,112500.5856
22562,7/22/2011,112496.8003
11595,3/18/2011,112462.2818
23485,9/30/2014,112440.9745
3848,2/6/2016,112421.408
20718,11/1/2011,112405.7553
20334,5/8/2011,112360.9473
4924,2/15/2012,112321.4109
15560,6/26/2012,112320.2575
18709,10/6/2017,112316.0524
8758,1/15/2011,112294.3345
6475,6/17/2012,112281.8498
20889,4/11/2011,112281.3775
29423,3/8/2017,112256.0642
23826,5/22/2011,112195.6757
6316,11/1/2016,112164.5263
22152,12/10/2011,112155.4956
25211,8/18/2016,112152.0952
278,7/27/2011,112149.4904
22318,8/16/2017,112128.0715
7849,11/2/2013,112106.578
14989,7/1/2014,112096.1801
8043,8/7/2016,112050.7244
19238,4/11/2013,112048.7068
28886,2/23/2011,112003.576
22317,6/14/2015,111999.1582
17260,7/22/2012,111987.2593
29236,1/2/2012,111981.1992
19397,9/13/2013,111980.5436
19414,4/22/2012,111954.271
16624,2/4/2011,111950.7436
7844,2/12/2012,111950.1399
4006,7/14/2013,111923.0411
11590,5/31/2012,111884.2398
29474,1/6/2012,111878.3701
16717,4/5/2012,111856.7711
26549,4/21/2012,111854.4205
19815,3/11/2012,111840.3314
6782,2/21/2012,111835.6469
18877,4/7/2012,111834.0647
7129,11/17/2015,111814.9657
7147,1/14/2012,111788.6966
27945,12/16/2016,111714.3232
24871,12/17/2013,111700.7
1644,3/8/2017,111666.5883
17940,4/25/2012,111645.4359
27615,3/4/2013,111597.4434
11528,1/30/2017,111595.1168
1317,4/19/2014,111591.1376
3059,2/13/2011,111588.8524
1098,11/22/2011,111581.2143
21996,8/2/2015,111525.7286
54,2/10/2015,111495.7857
4391,1/12/2014,111494.4447
1198,5/9/2016,111482.6216
6652,6/16/2014,111471.3461
9355,8/29/2011,111469.838
5329,2/28/2014,111399.0939
7983,10/2/2012,111395.3247
26157,1/19/2014,111395.3186
18326,10/5/2014,111371.0827
25524,5/26/2013,111362.8923
12809,11/24/2014,111361.5638
4956,10/11/2017,111359.5881
9639,5/1/2012,111338.9327
11452,7/27/2011,111246.2859
